Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 24 Jul 2015 (W30),MSV Duisburg (1),1-3,0-3,1. FC Kaiserslautern (1)
?,(Sat) 25 Jul 2015 (W30),FSV Frankfurt (1),0-1,0-0,RB Leipzig (1)
?,(Sat) 25 Jul 2015 (W30),Greuther Fürth (1),1-0,0-0,Karlsruher SC (1)
?,(Sat) 25 Jul 2015 (W30),FC St. Pauli (1),0-0,0-0,Arminia Bielefeld (1)
?,(Sun) 26 Jul 2015 (W30),Eintracht Braunschweig (1),1-3,1-2,SV Sandhausen (1)
?,(Sun) 26 Jul 2015 (W30),1. FC Heidenheim (1),1-0,0-0,TSV 1860 München (1)
?,(Sun) 26 Jul 2015 (W30),SC Paderborn 07 (1),0-1,0-0,VfL Bochum (1)
?,(Sun) 26 Jul 2015 (W30),1. FC Union Berlin (1),1-1,1-0,Fortuna Düsseldorf (1)
?,(Mon) 27 Jul 2015 (W31),SC Freiburg (1),6-3,4-1,1. FC Nürnberg (1)
?,(Fri) 31 Jul 2015 (W31),Arminia Bielefeld (2),0-0,0-0,FSV Frankfurt (2)
?,(Fri) 31 Jul 2015 (W31),1. FC Kaiserslautern (2),0-0,0-0,Eintracht Braunschweig (2)
?,(Fri) 31 Jul 2015 (W31),1. FC Nürnberg (2),3-2,2-1,1. FC Heidenheim (2)
?,(Sat) 1 Aug 2015 (W31),VfL Bochum (2),3-0,0-0,MSV Duisburg (2)
?,(Sat) 1 Aug 2015 (W31),TSV 1860 München (2),0-1,0-0,SC Freiburg (2)
?,(Sun) 2 Aug 2015 (W31),Fortuna Düsseldorf (2),1-2,1-0,SC Paderborn 07 (2)
?,(Sun) 2 Aug 2015 (W31),Karlsruher SC (2),1-2,1-2,FC St. Pauli (2)
?,(Sun) 2 Aug 2015 (W31),SV Sandhausen (2),4-3,1-1,1. FC Union Berlin (2)
?,(Mon) 3 Aug 2015 (W32),RB Leipzig (2),2-2,1-2,Greuther Fürth (2)
?,(Fri) 14 Aug 2015 (W33),FSV Frankfurt (3),1-2,1-1,Karlsruher SC (3)
?,(Fri) 14 Aug 2015 (W33),1. FC Heidenheim (3),1-0,0-0,Fortuna Düsseldorf (3)
?,(Fri) 14 Aug 2015 (W33),SC Paderborn 07 (3),0-6,0-3,SV Sandhausen (3)
?,(Sat) 15 Aug 2015 (W33),Eintracht Braunschweig (3),0-2,0-0,RB Leipzig (3)
?,(Sat) 15 Aug 2015 (W33),SC Freiburg (3),1-3,0-0,VfL Bochum (3)
?,(Sun) 16 Aug 2015 (W33),MSV Duisburg (3),2-2,0-2,Arminia Bielefeld (3)
?,(Sun) 16 Aug 2015 (W33),FC St. Pauli (3),3-2,2-1,Greuther Fürth (3)
?,(Sun) 16 Aug 2015 (W33),1. FC Union Berlin (3),2-2,0-1,1. FC Kaiserslautern (3)
?,(Mon) 17 Aug 2015 (W34),1. FC Nürnberg (3),2-2,0-1,TSV 1860 München (3)
?,(Fri) 21 Aug 2015 (W34),Arminia Bielefeld (4),0-2,0-0,Eintracht Braunschweig (4)
?,(Fri) 21 Aug 2015 (W34),Greuther Fürth (4),0-2,0-1,FSV Frankfurt (4)
?,(Fri) 21 Aug 2015 (W34),SV Sandhausen (4),0-0,0-0,1. FC Heidenheim (4)
?,(Sat) 22 Aug 2015 (W34),Fortuna Düsseldorf (4),1-2,1-2,SC Freiburg (4)
?,(Sat) 22 Aug 2015 (W34),Karlsruher SC (4),2-0,1-0,MSV Duisburg (4)
?,(Sun) 23 Aug 2015 (W34),VfL Bochum (4),2-1,1-1,1. FC Nürnberg (4)
?,(Sun) 23 Aug 2015 (W34),TSV 1860 München (4),0-0,0-0,1. FC Union Berlin (4)
?,(Sun) 23 Aug 2015 (W34),RB Leipzig (4),0-1,0-1,FC St. Pauli (4)
?,(Mon) 24 Aug 2015 (W35),1. FC Kaiserslautern (4),1-0,1-0,SC Paderborn 07 (4)
?,(Fri) 28 Aug 2015 (W35),SC Freiburg (5),4-1,3-0,SV Sandhausen (5)
?,(Fri) 28 Aug 2015 (W35),1. FC Heidenheim (5),3-1,0-1,1. FC Kaiserslautern (5)
?,(Fri) 28 Aug 2015 (W35),1. FC Union Berlin (5),1-1,1-0,RB Leipzig (5)
?,(Sat) 29 Aug 2015 (W35),MSV Duisburg (5),2-2,1-0,Greuther Fürth (5)
?,(Sat) 29 Aug 2015 (W35),SC Paderborn 07 (5),1-2,1-0,Arminia Bielefeld (5)
