Date,Team 1,Team 2,FT,HT
2001-07-27,Duisburg,Ahlen,1-4,1-2
2001-07-27,Greuther Fürth,Oberhausen,2-2,1-1
2001-07-27,Saarbrücken,Mannheim,1-3,0-2
2001-07-28,Bielefeld,Babelsberg,0-1,0-0
2001-07-28,Ein Frankfurt,Reutlingen,3-1,0-1
2001-07-29,Aachen,Mainz,0-2,0-0
2001-07-29,Karlsruhe,Schweinfurt,1-0,0-0
2001-07-29,Unterhaching,Bochum,0-2,0-0
2001-07-30,Union Berlin,Hannover,1-1,0-0
2001-08-03,Ahlen,Greuther Fürth,1-0,1-0
2001-08-03,Oberhausen,Union Berlin,0-3,0-1
2001-08-03,Schweinfurt,Saarbrücken,2-1,1-1
2001-08-04,Bochum,Karlsruhe,1-1,1-1
2001-08-04,Reutlingen,Bielefeld,2-3,1-2
2001-08-05,Babelsberg,Duisburg,3-1,1-1
2001-08-05,Hannover,Aachen,3-0,3-0
2001-08-05,Mainz,Unterhaching,2-0,2-0
2001-08-06,Mannheim,Ein Frankfurt,0-0,0-0
2001-08-10,Bielefeld,Mannheim,5-0,3-0
2001-08-10,Bochum,Mainz,2-1,2-1
2001-08-10,Duisburg,Reutlingen,3-3,1-1
2001-08-11,Aachen,Oberhausen,2-1,1-1
2001-08-11,Union Berlin,Ahlen,5-0,1-0
2001-08-12,Ein Frankfurt,Schweinfurt,2-0,0-0
2001-08-12,Greuther Fürth,Babelsberg,1-0,1-0
2001-08-12,Unterhaching,Hannover,1-1,0-0
2001-08-13,Karlsruhe,Saarbrücken,2-0,1-0
2001-08-17,Oberhausen,Unterhaching,0-2,0-0
2001-08-17,Reutlingen,Greuther Fürth,0-1,0-1
2001-08-17,Schweinfurt,Bielefeld,1-0,0-0
2001-08-18,Babelsberg,Union Berlin,3-2,0-1
2001-08-18,Saarbrücken,Ein Frankfurt,0-2,0-1
2001-08-19,Ahlen,Aachen,1-0,1-0
2001-08-19,Hannover,Bochum,2-0,0-0
2001-08-19,Mainz,Karlsruhe,1-0,0-0
2001-08-20,Mannheim,Duisburg,3-1,2-1
2001-09-07,Mainz,Hannover,2-2,1-2
2001-09-07,Union Berlin,Reutlingen,5-0,3-0
2001-09-07,Unterhaching,Ahlen,2-3,2-3
