Date,Team 1,Team 2,FT,HT
2008-08-15,Aachen,Wehen,2-1,1-1
2008-08-15,Mainz,Kaiserslautern ,3-3,3-0
2008-08-15,St Pauli,Osnabruck,2-2,2-1
2008-08-17,Ahlen,Frankfurt FSV,2-1,0-0
2008-08-17,Freiburg,München 1860,2-1,1-1
2008-08-17,Ingolstadt,Greuther Fürth,3-2,2-1
2008-08-17,Koblenz,Oberhausen,3-0,2-0
2008-08-17,Nürnberg,Augsburg,2-1,1-0
2008-08-18,Duisburg,Hansa Rostock,2-2,1-1
2008-08-22,Frankfurt FSV,Koblenz,0-0,0-0
2008-08-22,Greuther Fürth,St Pauli,5-2,1-1
2008-08-22,Osnabruck,Freiburg,2-2,0-0
2008-08-24,Augsburg,Ahlen,3-0,2-0
2008-08-24,Hansa Rostock,Aachen,1-0,0-0
2008-08-24,München 1860,Mainz,1-2,0-2
2008-08-24,Oberhausen,Ingolstadt,2-1,2-1
2008-08-24,Wehen,Duisburg,1-1,1-1
2008-08-25,Kaiserslautern,Nürnberg,2-1,2-0
2008-08-29,Duisburg,Augsburg,2-0,1-0
2008-08-29,Ingolstadt,Kaiserslautern ,1-3,1-0
2008-08-29,Mainz,Osnabruck,4-2,2-1
2008-08-31,Ahlen,München 1860,2-1,0-0
2008-08-31,Frankfurt FSV,Greuther Fürth,1-1,1-0
2008-08-31,Koblenz,Wehen,0-0,0-0
2008-08-31,Nürnberg,Aachen,2-2,0-2
2008-08-31,St Pauli,Oberhausen,4-1,3-0
2008-09-01,Freiburg,Hansa Rostock,1-0,1-0
2008-09-12,Aachen,Ingolstadt,1-0,1-0
2008-09-12,Kaiserslautern,St Pauli,4-1,1-0
2008-09-12,Oberhausen,Ahlen,1-3,1-1
2008-09-14,Augsburg,Freiburg,1-3,1-2
2008-09-14,Greuther Fürth,Koblenz,4-3,3-1
2008-09-14,Hansa Rostock,Mainz,2-2,0-0
2008-09-14,Osnabruck,Frankfurt FSV,3-2,1-0
2008-09-14,Wehen,Nürnberg,2-2,2-0
2008-09-15,München 1860,Duisburg,2-0,0-0
2008-09-19,Ahlen,Hansa Rostock,2-2,1-1
2008-09-19,Duisburg,Aachen,3-2,3-0
2008-09-19,Koblenz,Augsburg,2-1,2-1
2008-09-19,Mainz,Nürnberg,2-0,1-0
2008-09-19,St Pauli,München 1860,1-0,1-0
2008-09-21,Frankfurt FSV,Oberhausen,3-1,1-1
2008-09-21,Freiburg,Wehen,5-0,1-0
2008-09-21,Ingolstadt,Osnabruck,2-1,1-0
2008-09-22,Greuther Fürth,Kaiserslautern ,0-1,0-0
2008-09-26,Hansa Rostock,St Pauli,3-0,1-0
2008-09-26,Oberhausen,Greuther Fürth,0-4,0-2
2008-09-26,Osnabruck,Koblenz,1-0,1-0
2008-09-28,Aachen,Freiburg,1-0,0-0
2008-09-28,Augsburg,Mainz,0-2,0-1
2008-09-28,Kaiserslautern,Frankfurt FSV,2-1,0-0
2008-09-28,München 1860,Ingolstadt,1-1,1-0
2008-09-28,Wehen,Ahlen,1-3,0-2
2008-09-29,Nürnberg,Duisburg,0-1,0-1
2008-10-03,Frankfurt FSV,München 1860,0-3,0-0
2008-10-03,Freiburg,Duisburg,2-0,1-0
2008-10-03,Oberhausen,Augsburg,2-1,2-1
2008-10-05,Ahlen,Nürnberg,1-1,1-1
2008-10-05,Greuther Fürth,Osnabruck,4-2,3-0
2008-10-05,Ingolstadt,Hansa Rostock,4-2,1-1
2008-10-05,Koblenz,Kaiserslautern ,5-0,2-0
2008-10-05,St Pauli,Aachen,3-2,2-1
2008-10-06,Mainz,Wehen,5-0,2-0
2008-10-17,Kaiserslautern,Ahlen,4-1,0-1
2008-10-17,Nürnberg,Freiburg,2-0,0-0
2008-10-17,Osnabruck,Oberhausen,2-1,1-1
2008-10-19,Augsburg,St Pauli,3-2,0-0
2008-10-19,Duisburg,Ingolstadt,6-1,2-1
2008-10-19,Hansa Rostock,Koblenz,9-0,3-0
2008-10-19,München 1860,Greuther Fürth,3-1,0-1
2008-10-19,Wehen,Frankfurt FSV,3-1,1-0
2008-10-20,Aachen,Mainz,2-0,2-0
2008-10-24,Ahlen,Freiburg,0-3,0-2
2008-10-24,Frankfurt FSV,Hansa Rostock,0-0,0-0
2008-10-24,Greuther Fürth,Aachen,1-1,1-1
2008-10-24,Ingolstadt,Augsburg,1-2,1-2
2008-10-24,St Pauli,Wehen,2-0,0-0
2008-10-26,Koblenz,Nürnberg,1-1,0-1
2008-10-26,Mainz,Duisburg,0-0,0-0
2008-10-26,Oberhausen,Kaiserslautern ,2-1,1-1
2008-10-26,Osnabruck,München 1860,0-2,0-1
2008-10-28,Aachen,Ahlen,0-2,0-1
2008-10-28,Augsburg,Frankfurt FSV,2-2,1-1
2008-10-28,Hansa Rostock,Greuther Fürth,1-2,1-0
2008-10-28,Wehen,Ingolstadt,0-0,0-0
2008-10-29,Duisburg,St Pauli,1-2,0-0
2008-10-29,Freiburg,Mainz,0-1,0-1
2008-10-29,Kaiserslautern,Osnabruck,2-0,0-0
2008-10-29,München 1860,Koblenz,1-0,0-0
2008-10-29,Nürnberg,Oberhausen,2-1,2-1
2008-10-31,Frankfurt FSV,Aachen,0-3,0-1
2008-10-31,Greuther Fürth,Wehen,1-1,0-1
2008-11-02,Ahlen,Mainz,0-2,0-0
2008-11-02,Ingolstadt,Freiburg,4-0,2-0
2008-11-02,Koblenz,Duisburg,1-1,0-0
2008-11-02,Oberhausen,Hansa Rostock,1-0,0-0
2008-11-02,Osnabruck,Augsburg,1-1,1-1
2008-11-02,St Pauli,Nürnberg,1-0,0-0
2008-11-03,Kaiserslautern,München 1860,0-0,0-0
2008-11-07,Aachen,Koblenz,2-0,2-0
2008-11-07,Nürnberg,Frankfurt FSV,0-0,0-0
2008-11-07,Wehen,Kaiserslautern ,4-2,0-0
2008-11-09,Augsburg,Greuther Fürth,1-1,0-1
2008-11-09,Duisburg,Ahlen,0-1,0-1
2008-11-09,Hansa Rostock,Osnabruck,2-2,2-0
2008-11-09,Mainz,Ingolstadt,0-3,0-2
2008-11-09,München 1860,Oberhausen,0-1,0-1
2008-11-10,Freiburg,St Pauli,2-0,0-0
2008-11-14,München 1860,Augsburg,0-1,0-1
2008-11-14,Osnabruck,Wehen,1-1,1-1
2008-11-14,St Pauli,Ahlen,2-2,2-2
2008-11-16,Frankfurt FSV,Freiburg,1-2,0-1
2008-11-16,Greuther Fürth,Duisburg,4-3,1-2
2008-11-16,Ingolstadt,Nürnberg,0-3,0-1
2008-11-16,Koblenz,Mainz,0-3,0-1
2008-11-16,Oberhausen,Aachen,1-1,1-0
2008-11-17,Kaiserslautern,Hansa Rostock,6-0,2-0
2008-11-21,Aachen,Osnabruck,3-1,0-0
2008-11-21,Ahlen,Ingolstadt,3-0,0-0
2008-11-21,Duisburg,Frankfurt FSV,0-0,0-0
2008-11-23,Augsburg,Kaiserslautern ,1-0,1-0
2008-11-23,Freiburg,Koblenz,1-1,0-0
2008-11-23,Mainz,St Pauli,2-2,0-1
2008-11-23,Nürnberg,Greuther Fürth,2-1,0-1
2008-11-23,Wehen,Oberhausen,0-0,0-0
2008-11-24,Hansa Rostock,München 1860,0-1,0-0
2008-11-28,Kaiserslautern,Aachen,1-1,0-0
2008-11-28,Koblenz,Ahlen,4-1,3-1
2008-11-28,Osnabruck,Nürnberg,1-1,0-1
2008-11-30,Augsburg,Hansa Rostock,2-0,1-0
2008-11-30,Greuther Fürth,Freiburg,1-1,1-1
2008-11-30,München 1860,Wehen,3-3,2-0
2008-11-30,Oberhausen,Duisburg,0-3,0-2
2008-11-30,St Pauli,Ingolstadt,1-0,1-0
2008-12-01,Frankfurt FSV,Mainz,1-4,0-1
2008-12-05,Aachen,München 1860,2-0,1-0
2008-12-05,Ingolstadt,Frankfurt FSV,1-1,0-1
2008-12-05,Mainz,Greuther Fürth,0-1,0-0
2008-12-07,Ahlen,Osnabruck,1-2,1-0
2008-12-07,Duisburg,Kaiserslautern ,0-0,0-0
2008-12-07,Freiburg,Oberhausen,2-1,0-1
2008-12-07,St Pauli,Koblenz,3-2,1-1
2008-12-07,Wehen,Augsburg,1-2,0-0
2008-12-08,Nürnberg,Hansa Rostock,4-0,3-0
2008-12-12,Frankfurt FSV,St Pauli,1-0,0-0
2008-12-12,Koblenz,Ingolstadt,0-1,0-1
2008-12-12,Osnabruck,Duisburg,1-1,1-1
2008-12-14,Augsburg,Aachen,3-1,0-0
2008-12-14,Greuther Fürth,Ahlen,3-0,1-0
2008-12-14,Hansa Rostock,Wehen,1-0,1-0
2008-12-14,München 1860,Nürnberg,1-1,0-1
2008-12-14,Oberhausen,Mainz,2-1,1-1
2008-12-15,Kaiserslautern ,Freiburg,2-0,0-0
2009-01-30,Augsburg,Nürnberg,0-0,0-0
2009-01-30,Oberhausen,Koblenz,0-0,0-0
2009-01-30,Osnabruck,St Pauli,2-2,1-0
2009-02-01,Frankfurt FSV,Ahlen,4-0,2-0
2009-02-01,Greuther Fürth,Ingolstadt,6-1,5-1
2009-02-01,Hansa Rostock,Duisburg,0-1,0-0
2009-02-01,München 1860,Freiburg,0-2,0-1
2009-02-01,Wehen,Aachen,1-0,1-0
2009-02-02,Kaiserslautern,Mainz,1-1,0-1
2009-02-06,Aachen,Hansa Rostock,3-3,0-1
2009-02-06,Freiburg,Osnabruck,4-1,1-0
2009-02-06,Koblenz,Frankfurt FSV,1-3,1-2
2009-02-08,Ahlen,Augsburg,2-1,0-1
2009-02-08,Duisburg,Wehen,2-1,2-1
2009-02-08,Ingolstadt,Oberhausen,0-0,0-0
2009-02-08,Mainz,München 1860,2-2,2-1
2009-02-08,St Pauli,Greuther Fürth,0-3,0-2
2009-02-09,Nürnberg,Kaiserslautern ,3-0,2-0
2009-02-13,Greuther Fürth,Frankfurt FSV,0-0,0-0
2009-02-13,Oberhausen,St Pauli,3-2,3-1
2009-02-13,Wehen,Koblenz,1-3,0-2
2009-02-15,Aachen,Nürnberg,6-2,4-1
2009-02-15,Augsburg,Duisburg,1-1,1-1
2009-02-15,Kaiserslautern,Ingolstadt,2-0,1-0
2009-02-15,München 1860,Ahlen,2-1,1-0
2009-02-15,Osnabruck,Mainz,1-3,1-2
2009-02-16,Hansa Rostock,Freiburg,1-3,1-1
2009-02-20,Freiburg,Augsburg,1-0,0-0
2009-02-20,Ingolstadt,Aachen,0-0,0-0
2009-02-20,Mainz,Hansa Rostock,3-1,1-1
2009-02-22,Ahlen,Oberhausen,1-3,0-1
2009-02-22,Duisburg,München 1860,4-1,2-0
2009-02-22,Frankfurt FSV,Osnabruck,1-0,0-0
2009-02-22,Koblenz,Greuther Fürth,3-0,2-0
2009-02-22,Nürnberg,Wehen,1-0,0-0
2009-02-23,St Pauli,Kaiserslautern ,2-0,0-0
2009-02-27,Hansa Rostock,Ahlen,0-0,0-0
2009-02-27,Nürnberg,Mainz,0-0,0-0
2009-02-27,Wehen,Freiburg,0-1,0-1
2009-03-01,Augsburg,Koblenz,0-2,0-2
2009-03-01,Kaiserslautern,Greuther Fürth,1-2,1-1
2009-03-01,München 1860,St Pauli,5-1,4-1
2009-03-01,Oberhausen,Frankfurt FSV,2-0,0-0
2009-03-01,Osnabruck,Ingolstadt,1-0,1-0
2009-03-02,Aachen,Duisburg,1-2,1-1
2009-03-06,Frankfurt FSV,Kaiserslautern ,1-0,0-0
2009-03-06,Koblenz,Osnabruck,3-0,2-0
2009-03-06,St Pauli,Hansa Rostock,3-2,0-2
2009-03-08,Ahlen,Wehen,1-0,1-0
2009-03-08,Freiburg,Aachen,2-1,1-0
2009-03-08,Greuther Fürth,Oberhausen,3-1,0-1
2009-03-08,Ingolstadt,München 1860,2-3,2-3
2009-03-08,Mainz,Augsburg,1-1,0-1
2009-03-09,Duisburg,Nürnberg,2-2,0-0
2009-03-13,Kaiserslautern,Koblenz,2-1,1-1
2009-03-13,München 1860,Frankfurt FSV,1-1,0-1
2009-03-13,Nürnberg,Ahlen,4-0,2-0
2009-03-15,Aachen,St Pauli,1-3,0-1
2009-03-15,Augsburg,Oberhausen,1-2,0-1
2009-03-15,Duisburg,Freiburg,2-0,0-0
2009-03-15,Hansa Rostock,Ingolstadt,1-1,1-1
2009-03-15,Osnabruck,Greuther Fürth,5-1,1-1
2009-03-16,Wehen,Mainz,0-2,0-1
2009-03-20,Frankfurt FSV,Wehen,2-1,1-0
2009-03-20,Koblenz,Hansa Rostock,1-1,1-1
2009-03-20,Oberhausen,Osnabruck,0-0,0-0
2009-03-22,Ahlen,Kaiserslautern ,0-1,0-0
2009-03-22,Greuther Fürth,München 1860,1-0,0-0
2009-03-22,Ingolstadt,Duisburg,0-0,0-0
2009-03-22,Mainz,Aachen,1-4,0-2
2009-03-22,St Pauli,Augsburg,1-1,0-0
2009-03-23,Freiburg,Nürnberg,0-1,0-0
2009-04-03,Augsburg,Ingolstadt,1-1,0-1
2009-04-03,Duisburg,Mainz,0-1,0-1
2009-04-03,Nürnberg,Koblenz,2-0,1-0
2009-04-05,Aachen,Greuther Fürth,1-0,0-0
2009-04-05,Hansa Rostock,Frankfurt FSV,2-0,1-0
2009-04-05,Kaiserslautern,Oberhausen,1-1,1-0
2009-04-05,München 1860,Osnabruck,1-1,0-1
2009-04-05,Wehen,St Pauli,3-1,1-1
2009-04-06,Freiburg,Ahlen,1-1,0-0
2009-04-09,Greuther Fürth,Hansa Rostock,0-1,0-0
2009-04-09,Ingolstadt,Wehen,0-0,0-0
2009-04-09,Oberhausen,Nürnberg,0-3,0-2
2009-04-12,Ahlen,Aachen,0-2,0-2
2009-04-12,Frankfurt FSV,Augsburg,2-1,1-0
2009-04-12,Koblenz,München 1860,3-2,2-0
2009-04-12,Osnabruck,Kaiserslautern ,0-2,0-2
2009-04-12,St Pauli,Duisburg,2-2,1-0
2009-04-13,Mainz,Freiburg,1-2,1-0
2009-04-17,Augsburg,Osnabruck,3-0,2-0
2009-04-17,Hansa Rostock,Oberhausen,3-1,2-1
2009-04-17,Mainz,Ahlen,0-0,0-0
2009-04-19,Aachen,Frankfurt FSV,2-0,0-0
2009-04-19,Duisburg,Koblenz,2-3,1-1
2009-04-19,Freiburg,Ingolstadt,3-2,2-0
2009-04-19,Nürnberg,St Pauli,2-0,1-0
2009-04-19,Wehen,Greuther Fürth,0-1,0-1
2009-04-20,München 1860,Kaiserslautern ,1-1,1-1
2009-04-24,Ahlen,Duisburg,0-2,0-2
2009-04-24,Greuther Fürth,Augsburg,2-1,2-0
2009-04-24,St Pauli,Freiburg,1-2,1-0
2009-04-26,Frankfurt FSV,Nürnberg,2-1,1-1
2009-04-26,Ingolstadt,Mainz,3-4,1-1
2009-04-26,Kaiserslautern,Wehen,1-0,0-0
2009-04-26,Koblenz,Aachen,0-2,0-0
2009-04-26,Oberhausen,München 1860,1-1,1-1
2009-04-27,Osnabruck,Hansa Rostock,0-0,0-0
2009-05-01,Augsburg,München 1860,3-0,1-0
2009-05-01,Hansa Rostock,Kaiserslautern ,5-1,2-0
2009-05-01,Wehen,Osnabruck,0-1,0-0
2009-05-03,Aachen,Oberhausen,2-2,1-1
2009-05-03,Ahlen,St Pauli,1-0,0-0
2009-05-03,Freiburg,Frankfurt FSV,4-1,2-0
2009-05-03,Mainz,Koblenz,2-0,1-0
2009-05-03,Nürnberg,Ingolstadt,1-0,1-0
2009-05-04,Duisburg,Greuther Fürth,2-0,0-0
2009-05-08,Frankfurt FSV,Duisburg,0-0,0-0
2009-05-08,Kaiserslautern,Augsburg,1-0,1-0
2009-05-08,München 1860,Hansa Rostock,3-3,1-2
2009-05-08,Oberhausen,Wehen,0-1,0-1
2009-05-08,Osnabruck,Aachen,2-1,1-0
2009-05-10,Greuther Fürth,Nürnberg,1-1,0-0
2009-05-10,Ingolstadt,Ahlen,0-2,0-0
2009-05-10,Koblenz,Freiburg,2-5,2-2
2009-05-10,St Pauli,Mainz,2-0,1-0
2009-05-12,Aachen,Kaiserslautern ,1-0,0-0
2009-05-12,Duisburg,Oberhausen,1-1,0-1
2009-05-12,Hansa Rostock,Augsburg,3-3,1-1
2009-05-12,Wehen,München 1860,0-0,0-0
2009-05-13,Ahlen,Koblenz,1-1,0-0
2009-05-13,Freiburg,Greuther Fürth,0-0,0-0
2009-05-13,Mainz,Frankfurt FSV,2-1,1-0
2009-05-13,Nürnberg,Osnabruck,2-0,1-0
2009-05-14,Ingolstadt,St. Pauli,0-1,0-0
2009-05-17,Augsburg,Wehen,1-1,0-0
2009-05-17,Frankfurt FSV,Ingolstadt,1-1,0-0
2009-05-17,Greuther Fürth,Mainz,0-2,0-0
2009-05-17,Hansa Rostock,Nürnberg,0-0,0-0
2009-05-17,Kaiserslautern,Duisburg,3-5,0-3
2009-05-17,Koblenz,St Pauli,2-1,2-1
2009-05-17,München 1860,Aachen,1-1,1-0
2009-05-17,Oberhausen,Freiburg,1-0,0-0
2009-05-17,Osnabruck,Ahlen,2-2,1-1
2009-05-24,Aachen,Augsburg,4-0,3-0
2009-05-24,Ahlen,Greuther Fürth,2-4,1-2
2009-05-24,Duisburg,Osnabruck,4-1,2-0
2009-05-24,Freiburg,Kaiserslautern ,4-3,2-1
2009-05-24,Ingolstadt,Koblenz,4-0,2-0
2009-05-24,Mainz,Oberhausen,4-0,2-0
2009-05-24,Nürnberg,München 1860,2-1,2-0
2009-05-24,St Pauli,Frankfurt FSV,2-0,1-0
2009-05-24,Wehen,Hansa Rostock,1-1,1-0
